scenario,sim_id,league,league_calibrated,market,side,edge_pct,odd,prob_calibrated,units,bet_won,pl_units,home_score,away_score
D20,1015,Super Liga,0,1x2,away,22.73,7.5,0.1636,0.5,false,-0.5,2,2
D20,1014,Super Liga,0,,,,,,,skip,,2,1
D20,1013,Super Liga,0,1x2,home,105.71,4.8,0.4286,0.5,false,-0.5,1,1
D20,1638,Botola Pro,0,btts,sim,27.07,2.23,0.5698,0.5,false,-0.5,1,0
D20,1620,NWSL,0,,,,,,,skip,,3,1
D20,1582,Primera B Nacional,1,1x2,home,32.5,3.1,0.4274,2,true,4.2,1,0
D20,1056,NWSL,0,,,,,,,skip,,3,1
D20,1665,Primera B,0,1x2,home,39.62,1.65,0.8462,0.5,false,-0.5,1,1
D20,1593,Primera Division,1,1x2,away,21.6,3.2,0.38,2,false,-2,2,0
D20,1562,La Liga 2,1,1x2,home,70,5.1,0.3333,2,false,-2,0,2
D20,1561,La Liga 2,1,1x2,home,109.56,4.1,0.5111,2,true,6.2,3,1
D20,1560,La Liga 2,1,1x2,home,88.06,4.4,0.4274,2,false,-2,0,1
D20,1559,La Liga 2,1,over25,under,32.73,1.81,0.7333,2,false,-2,3,0
D20,1558,La Liga 2,1,btts,nao,38.06,1.78,0.7756,2,false,-2,1,1
D20,1557,La Liga 2,1,btts,nao,21.54,1.75,0.6945,2,true,1.5,0,2
D20,1556,La Liga 2,1,,,,,,,skip,,1,1
D20,1555,La Liga 2,1,1x2,home,21.45,1.67,0.7273,2,true,1.34,2,0
D20,1554,La Liga 2,1,1x2,away,108.7,6,0.3478,2,false,-2,3,1
D20,1515,Pro League,1,btts,nao,52.83,1.89,0.8086,2,false,-2,5,1
D20,1513,Pro League,1,over25,over,35,1.35,1,2,true,0.7,5,0
D20,1512,Pro League,1,,,,,,,skip,,3,0
D20,950,Pro League,1,,,,,,,skip,,3,0
D20,949,Pro League,1,btts,nao,50.65,1.89,0.7971,2,false,-2,5,1
D20,948,Pro League,1,over25,over,35,1.35,1,2,true,0.7,5,0
D20,1096,Primera B,0,1x2,home,24.86,1.65,0.7568,0.5,false,-0.5,1,1
D20,1028,Primera Division,1,1x2,away,26.67,3.2,0.3958,2,false,-2,2,0
D20,996,La Liga 2,1,btts,nao,36.92,1.78,0.7692,2,false,-2,1,1
D20,995,La Liga 2,1,,,,,,,skip,,1,1
D20,994,La Liga 2,1,,,,,,,skip,,3,1
D20,993,La Liga 2,1,btts,nao,28.18,2,0.6409,2,true,2,3,0
D20,992,La Liga 2,1,1x2,away,110.53,6,0.3509,2,false,-2,3,1
D20,991,La Liga 2,1,btts,nao,21.34,1.75,0.6934,2,true,1.5,0,2
D20,990,La Liga 2,1,1x2,home,69.85,5.1,0.333,2,false,-2,0,2
D20,989,La Liga 2,1,1x2,home,96.53,4.1,0.4793,2,true,6.2,3,1
D20,988,La Liga 2,1,,,,,,,skip,,2,0
D20,987,La Liga 2,1,,,,,,,skip,,0,2
D20,986,La Liga 2,1,1x2,home,76,4.4,0.4,2,false,-2,0,1
D20,1666,Liga Pro Serie B,0,,,,,,,skip,,1,0
D20,1612,Primera Division,1,,,,,,,skip,,2,1
D20,1533,Eliteserien,0,1x2,home,163.22,6.25,0.4211,0.5,false,-0.5,1,2
D20,1504,Serie A,1,,,,,,,skip,,1,0
D20,1149,Serie A,1,,,,,,,skip,,1,0
D20,1098,Liga Pro Serie B,0,,,,,,,skip,,1,0
D20,1046,Primera Division,1,,,,,,,skip,,2,1
D20,965,Eliteserien,0,1x2,home,128.26,6.25,0.3652,0.5,false,-0.5,1,2
D20,1636,Botola Pro,0,1x2,draw,31.84,3.8,0.3469,0.5,false,-0.5,0,1
D20,1630,Superettan,0,,,,,,,skip,,0,1
D20,1502,Premier League,1,1x2,home,45.32,3.4,0.4274,2,false,-2,1,1
D20,1501,Premier League,1,over25,under,49.59,3.65,0.4098,2,false,-2,1,2
D20,1500,Premier League,1,over25,under,32.76,2.75,0.4828,2,false,-2,0,3
D20,1499,Premier League,1,btts,nao,75.19,2.35,0.7455,2,false,-2,1,1
D20,1498,Premier League,1,1x2,home,47.46,3.45,0.4274,2,true,4.9,2,1
D20,1497,Premier League,1,1x2,away,55.8,4.1,0.38,2,false,-2,1,0
D20,1496,Premier League,1,over25,under,49.6,2.04,0.7333,2,false,-2,1,2
D20,1495,Premier League,1,btts,nao,60.69,2.63,0.611,2,true,3.26,2,0
D20,1494,Premier League,1,1x2,home,54,1.82,0.8462,2,false,-2,1,1
D20,1493,Premier League,1,1x2,away,46.09,4.2,0.3478,2,false,-2,3,0
D20,935,Premier League,1,btts,nao,28.82,2.65,0.4861,2,true,3.3,0,3
D20,934,Premier League,1,1x2,home,45.71,3.4,0.4286,2,false,-2,1,1
D20,1064,Superettan,0,,,,,,,skip,,0,1
D20,933,Premier League,1,1x2,home,47.86,3.45,0.4286,2,true,4.9,2,1
D20,932,Premier League,1,btts,nao,75.31,2.35,0.746,2,false,-2,1,1
D20,931,Premier League,1,1x2,away,62.29,4.1,0.3958,2,false,-2,1,0
D20,930,Premier League,1,over25,under,41.23,2.04,0.6923,2,false,-2,1,2
D20,929,Premier League,1,1x2,away,46.67,4.2,0.3492,2,false,-2,3,0
D20,928,Premier League,1,btts,nao,60.14,2.63,0.6089,2,true,3.26,2,0
D20,927,Premier League,1,1x2,home,37.73,1.82,0.7568,2,false,-2,1,1
D20,926,Premier League,1,over25,under,62.88,3.65,0.4462,2,false,-2,1,2
D20,1651,1. Liga,0,,,,,,,skip,,2,0
D20,1650,1. Liga,0,,,,,,,skip,,4,1
D20,1649,1. Liga,0,over25,over,36.67,1.64,0.8333,0.5,true,0.32,3,2
D20,1648,1. Liga,0,1x2,away,46.09,4.2,0.3478,0.5,false,-0.5,1,1
D20,1647,1. Liga,0,over25,over,26.67,1.52,0.8333,0.5,true,0.26,3,1
D20,1646,1. Liga,0,1x2,away,25.4,3.3,0.38,0.5,false,-0.5,3,3
D20,1645,1. Liga,0,1x2,home,66.69,3.9,0.4274,0.5,false,-0.5,1,2
D20,1644,1. Liga,0,,,,,,,skip,,2,1
D20,1643,1. Liga,0,1x2,home,31.15,1.55,0.8462,0.5,false,-0.5,0,0
D20,1534,Allsvenskan,0,over25,over,26,1.68,0.75,0.5,true,0.34,2,3
D20,1083,1. Liga,0,1x2,away,30.62,3.3,0.3958,0.5,false,-0.5,3,3
D20,1082,1. Liga,0,1x2,away,30.91,8,0.1636,0.5,false,-0.5,2,0
D20,1081,1. Liga,0,1x2,home,56,3.9,0.4,0.5,false,-0.5,1,2
D20,1080,1. Liga,0,1x2,home,26.47,4.3,0.2941,0.5,true,1.65,3,2
D20,1079,1. Liga,0,,,,,,,skip,,3,1
D20,1078,1. Liga,0,,,,,,,skip,,2,1
D20,1077,1. Liga,0,,,,,,,skip,,0,0
D20,1076,1. Liga,0,,,,,,,skip,,4,1
D20,1075,1. Liga,0,1x2,away,46.67,4.2,0.3492,0.5,false,-0.5,1,1
D20,970,Allsvenskan,0,over25,over,21.33,1.68,0.7222,0.5,true,0.34,2,3
D20,1553,La Liga 2,1,,,,,,,skip,,3,1
D20,1552,La Liga 2,1,1x2,home,24.38,1.47,0.8462,2,false,-2,0,2
D20,1177,La Liga 2,1,,,,,,,skip,,0,2
D20,1176,La Liga 2,1,,,,,,,skip,,3,1
D20,1642,Meistriliiga,0,1x2,home,145.16,9.5,0.2581,0.5,false,-0.5,1,6
D20,1615,First Division,0,1x2,home,23.95,2.9,0.4274,0.5,false,-0.5,0,1
D20,1530,Eliteserien,0,1x2,away,30.61,8,0.1633,0.5,false,-0.5,3,1
D20,1074,Meistriliiga,0,1x2,home,189.13,9.5,0.3043,0.5,false,-0.5,1,6
D20,1049,First Division,0,,,,,,,skip,,0,1
D20,966,Eliteserien,0,1x2,away,30.91,8,0.1636,0.5,false,-0.5,3,1
D20,1629,Superettan,0,,,,,,,skip,,1,0
D20,1628,Allsvenskan Women,0,1x2,home,20.13,2.12,0.5667,0.5,false,-0.5,0,2
D20,1626,Allsvenskan Women,0,1x2,away,104.08,12.5,0.1633,0.5,false,-0.5,2,0
D20,1574,Primera Division,1,,,,,,,skip,,1,0
D20,1503,Serie A,1,over25,under,34.93,1.84,0.7333,2,true,1.68,1,0
D20,1148,Serie A,1,over25,under,27.38,1.84,0.6923,2,true,1.68,1,0
D20,1063,Superettan,0,,,,,,,skip,,1,0
D20,1062,Allsvenskan Women,0,1x2,home,24.43,2.12,0.587,0.5,false,-0.5,0,2
D20,1061,Allsvenskan Women,0,1x2,away,104.55,12.5,0.1636,0.5,false,-0.5,2,0
D20,1010,Primera Division,1,,,,,,,skip,,1,0
D20,1550,Fortuna Liga,0,,,,,,,skip,,2,1
D20,1549,Fortuna Liga,0,over25,over,38.33,1.66,0.8333,0.5,true,0.33,2,1
D20,1548,Fortuna Liga,0,,,,,,,skip,,3,0
D20,1532,Allsvenskan,0,1x2,home,28.1,1.65,0.7764,0.5,true,0.325,2,1
D20,1531,Allsvenskan,0,over25,over,30.83,1.57,0.8333,0.5,true,0.285,1,2
D20,1529,Super League,1,1x2,home,33.69,1.58,0.8462,2,false,-2,1,2
D20,1514,League One,0,1x2,home,49.03,2.63,0.5667,0.5,true,0.815,4,1
D20,947,League One,0,1x2,home,31.5,2.63,0.5,0.5,true,0.815,4,1
D20,985,Fortuna Liga,0,over25,over,21.67,1.66,0.733,0.5,true,0.33,2,1
D20,984,Fortuna Liga,0,,,,,,,skip,,3,0
D20,983,Fortuna Liga,0,,,,,,,skip,,2,1
D20,968,Allsvenskan,0,1x2,home,24.86,1.65,0.7568,0.5,true,0.325,2,1
D20,967,Allsvenskan,0,,,,,,,skip,,1,2
D20,964,Super League,1,,,,,,,skip,,1,2
D20,1528,Super League,1,btts,nao,58,2.55,0.6196,2,true,3.1,0,5
D20,1527,Super League,1,,,,,,,skip,,3,3
D20,963,Super League,1,btts,nao,60.04,2.55,0.6276,2,true,3.1,0,5
D20,962,Super League,1,1x2,away,30.91,8,0.1636,2,false,-2,3,3
D20,1655,League One,0,over25,under,32.73,1.81,0.7333,0.5,true,0.405,0,1
D20,1654,League One,0,1x2,draw,37.04,3.95,0.3469,0.5,false,-0.5,3,4
D20,1087,League One,0,1x2,away,23.97,3.55,0.3492,0.5,true,1.275,0,1
D20,1086,League One,0,1x2,draw,29.45,3.95,0.3277,0.5,false,-0.5,3,4
D20,1653,League One,0,1x2,home,36.77,3.2,0.4274,0.5,false,-0.5,0,3
D20,1526,Super League,1,,,,,,,skip,,2,3
D20,961,Super League,1,over25,under,20.48,2.7,0.4462,2,false,-2,2,3
D20,1085,League One,0,1x2,home,37.14,3.2,0.4286,0.5,false,-0.5,0,3
D20,1637,K League 2,0,1x2,away,25.4,3.3,0.38,0.5,false,-0.5,3,1
D20,1635,K League 2,0,1x2,away,166,7,0.38,0.5,false,-0.5,3,0
D20,1538,Premier League,1,1x2,away,31.58,10,0.1316,2,false,-2,3,2
D20,1537,Premier League,1,over25,under,21,1.65,0.7333,2,true,1.3,0,1
D20,1536,Premier League,1,1x2,away,28.25,1.71,0.75,2,true,1.42,0,1
D20,1535,Premier League,1,1x2,away,150,19,0.1316,2,false,-2,2,0
D20,1070,K League 2,0,,,,,,,skip,,3,1
D20,1069,K League 2,0,1x2,away,145.61,7,0.3509,0.5,false,-0.5,3,0
D20,973,Premier League,1,1x2,away,210.91,19,0.1636,2,false,-2,2,0
D20,972,Premier League,1,1x2,away,63.64,10,0.1636,2,false,-2,3,2
D20,971,Premier League,1,,,,,,,skip,,0,1
D20,969,Premier League,1,,,,,,,skip,,0,1
D20,1828,Elitedivisionen Women,0,1x2,home,34.64,3.15,0.4274,0.5,false,-0.5,0,0
D20,1525,Super League,1,1x2,home,22.67,2.4,0.5111,2,false,-2,0,1
D20,960,Super League,1,,,,,,,skip,,0,1
D20,944,Serie A,1,1x2,draw,57.31,4.8,0.3277,2,false,-2,0,2
D20,942,Serie A,1,1x2,away,93.96,4.9,0.3958,2,false,-2,1,0
D20,941,Serie A,1,1x2,away,63.64,10,0.1636,2,true,18,1,2
D20,940,Serie A,1,,,,,,,skip,,1,0
D20,1008,Division 1,0,,,,,,,skip,,1,2
D20,1006,Division 1,0,btts,nao,20.86,1.68,0.7194,0.5,true,0.34,2,0
D20,1005,Division 1,0,over25,over,23.49,2.23,0.5538,0.5,true,0.615,2,1
D20,939,Serie A,1,over25,under,27.38,1.84,0.6923,2,true,1.68,1,0
D20,937,Serie A,1,1x2,home,80.24,6.1,0.2955,2,false,-2,2,2
D20,936,Serie A,1,over25,under,52.31,2.2,0.6923,2,false,-2,1,4
D20,832,Primera B Nacional,1,,,,,,,skip,,2,0
D20,1542,J-League,1,,,,,,,skip,,1,2
D20,977,J-League,1,,,,,,,skip,,1,2
D20,1652,League One,0,1x2,away,29.2,3.4,0.38,0.5,true,1.2,0,4
D20,1634,K League 2,0,1x2,home,32.5,3.1,0.4274,0.5,false,-0.5,0,0
D20,1084,League One,0,1x2,away,34.58,3.4,0.3958,0.5,true,1.2,0,4
D20,1068,K League 2,0,1x2,home,32.86,3.1,0.4286,0.5,false,-0.5,0,0
D20,1541,J-League,1,over25,over,24.14,2.4,0.5172,2,true,2.8,0,6
D20,1540,J-League,1,over25,under,43,1.95,0.7333,2,false,-2,1,3
D20,976,J-League,1,over25,over,32.9,2.4,0.5538,2,true,2.8,0,6
D20,974,J-League,1,over25,under,35,1.95,0.6923,2,false,-2,1,3
D20,1539,J-League,1,over25,under,35.67,1.85,0.7333,2,false,-2,2,3
D20,975,J-League,1,over25,under,28.08,1.85,0.6923,2,false,-2,2,3
D20,1622,USL Championship,1,1x2,home,45.71,3.4,0.4286,2,true,4.8,2,0
D20,1522,Major League Soccer,1,,,,,,,skip,,1,1
D20,957,Major League Soccer,1,,,,,,,skip,,1,1
D20,1054,USL Championship,1,1x2,home,62.98,3.4,0.4793,2,true,4.8,2,0
D20,1619,USL Championship,1,,,,,,,skip,,3,2
D20,1618,USL Championship,1,,,,,,,skip,,2,0
D20,1053,USL Championship,1,,,,,,,skip,,2,0
D20,1052,USL Championship,1,,,,,,,skip,,3,2
D20,1611,Primera Division,1,,,,,,,skip,,3,0
D20,1521,Major League Soccer,1,,,,,,,skip,,1,2
D20,1520,Major League Soccer,1,,,,,,,skip,,1,3
D20,1519,Major League Soccer,1,1x2,home,45.71,3.4,0.4286,2,false,-2,2,4
D20,956,Major League Soccer,1,1x2,home,62.98,3.4,0.4793,2,false,-2,2,4
D20,955,Major League Soccer,1,,,,,,,skip,,1,2
D20,953,Major League Soccer,1,,,,,,,skip,,1,3
D20,1045,Primera Division,1,1x2,away,39.09,8.5,0.1636,2,false,-2,3,0
D20,1670,Liga de Expansión MX,0,,,,,,,skip,,3,1
D20,1617,USL Championship,1,1x2,home,95.5,3.45,0.5667,2,true,4.9,1,0
D20,1184,Liga de Expansión MX,0,,,,,,,skip,,3,1
D20,1051,USL Championship,1,1x2,home,161.08,3.45,0.7568,2,true,4.9,1,0
D20,1621,NWSL,0,1x2,home,32.5,3.1,0.4274,0.5,true,1.05,2,1
D20,1055,NWSL,0,1x2,home,32.86,3.1,0.4286,0.5,true,1.05,2,1
D20,1616,USL Championship,1,,,,,,,skip,,2,1
D20,1518,Major League Soccer,1,1x2,home,32.36,1.82,0.7273,2,true,1.64,2,1
D20,1517,Major League Soccer,1,,,,,,,skip,,2,1
D20,1516,Major League Soccer,1,,,,,,,skip,,1,2
D20,954,Major League Soccer,1,over25,under,20.48,2.7,0.4462,2,false,-2,2,1
D20,952,Major League Soccer,1,1x2,home,34.21,2.8,0.4793,2,false,-2,1,2
D20,951,Major League Soccer,1,,,,,,,skip,,2,1
D20,1050,USL Championship,1,,,,,,,skip,,2,1
D20,1664,Primera B,0,,,,,,,skip,,5,0
D20,1597,Liga Pro,0,,,,,,,skip,,1,1
D20,1592,Primera Division,1,1x2,home,96.36,2.7,0.7273,2,false,-2,1,2
D20,1543,Serie A,1,,,,,,,skip,,0,3
D20,945,Serie A,1,over25,under,45.38,2.1,0.6923,2,true,2.2,1,1
D20,943,Serie A,1,,,,,,,skip,,2,1
D20,1095,Primera B,0,,,,,,,skip,,5,0
D20,1031,Liga Pro,0,,,,,,,skip,,1,1
D20,1027,Primera Division,1,1x2,home,58.48,2.7,0.587,2,false,-2,1,2
D20,1007,Division 1,0,1x2,home,48.6,3.1,0.4793,0.5,true,1.05,2,1
D20,1004,Division 1,0,,,,,,,skip,,0,1
D20,1003,Division 1,0,1x2,home,25,4.25,0.2941,0.5,false,-0.5,1,2
D20,978,Serie A,1,,,,,,,skip,,0,3
D20,938,Serie A,1,btts,nao,59.2,2.55,0.6243,2,false,-2,3,3
D20,1426,USL Championship,1,,,,,,,skip,,4,1
D20,1425,USL Championship,1,,,,,,,skip,,3,0
D20,1376,Serie B,0,btts,nao,29.04,1.79,0.7209,0.5,true,0.395,0,1
D20,1337,Major League Soccer,1,1x2,home,33.69,1.58,0.8462,2,true,1.16,6,2
D20,1336,Major League Soccer,1,1x2,home,33.82,1.84,0.7273,2,true,1.68,1,0
D20,1335,Major League Soccer,1,over25,over,35,1.8,0.75,2,true,1.6,4,4
D20,865,USL Championship,1,,,,,,,skip,,4,1
D20,864,USL Championship,1,,,,,,,skip,,3,0
D20,813,Serie B,0,btts,nao,28.81,1.79,0.7196,0.5,true,0.395,0,1
D20,774,Major League Soccer,1,1x2,home,31.43,1.84,0.7143,2,true,1.68,1,0
D20,773,Major League Soccer,1,over25,over,30,1.8,0.7222,2,true,1.6,4,4
D20,772,Major League Soccer,1,over25,over,24,1.24,1,2,true,0.48,6,2
D20,1423,USL Championship,1,1x2,home,92.34,4.5,0.4274,2,true,7,4,3
D20,1422,USL Championship,1,,,,,,,skip,,3,1
D20,1373,Primera A,0,1x2,home,39.62,1.65,0.8462,0.5,true,0.325,3,1
D20,863,USL Championship,1,1x2,home,80,4.5,0.4,2,true,7,4,3
D20,862,USL Championship,1,,,,,,,skip,,3,1
D20,810,Primera A,0,1x2,home,24.86,1.65,0.7568,0.5,true,0.325,3,1
D20,1483,Serie C,0,1x2,away,55.8,4.1,0.38,0.5,false,-0.5,1,1
D20,1482,Serie C,0,over25,over,24.76,2.62,0.4762,0.5,false,-0.5,0,0
D20,1430,NWSL,0,,,,,,,skip,,2,1
D20,916,Serie C,0,1x2,away,43.86,4.1,0.3509,0.5,false,-0.5,1,1
D20,914,Serie C,0,over25,over,31,2.62,0.5,0.5,false,-0.5,0,0
D20,868,NWSL,0,,,,,,,skip,,2,1
D20,1418,Primera Division,1,,,,,,,skip,,1,0
D20,858,Primera Division,1,,,,,,,skip,,1,0
D20,1485,Premier League,1,1x2,away,52,4,0.38,2,false,-2,1,1
D20,1429,Primera Division,1,,,,,,,skip,,0,2
D20,1428,Primera Division,1,over25,over,23.93,2.1,0.5902,2,true,2.2,2,1
D20,1420,USL Championship,1,,,,,,,skip,,0,0
D20,1367,Serie A,1,over25,over,26.3,2.14,0.5902,2,true,2.28,3,2
D20,1366,Serie A,1,,,,,,,skip,,1,0
D20,918,Premier League,1,1x2,away,58.33,4,0.3958,2,false,-2,1,1
D20,870,Primera Division,1,,,,,,,skip,,2,1
D20,869,Primera Division,1,,,,,,,skip,,0,2
D20,861,USL Championship,1,1x2,home,34.21,2.8,0.4793,2,false,-2,0,0
D20,805,Serie A,1,,,,,,,skip,,3,2
D20,804,Serie A,1,,,,,,,skip,,1,0
D20,1487,Primera B,0,1x2,home,41.09,1.94,0.7273,0.5,false,-0.5,1,1
D20,1415,Liga Pro,0,over25,under,37.13,1.87,0.7333,0.5,false,-0.5,1,2
D20,1384,Primera Division,1,1x2,away,56.52,4.5,0.3478,2,false,-2,1,0
D20,1375,Serie B,0,btts,sim,25.41,2.1,0.5972,0.5,false,-0.5,3,0
D20,920,Primera B,0,,,,,,,skip,,1,1
D20,855,Liga Pro,0,over25,under,29.46,1.87,0.6923,0.5,false,-0.5,1,2
D20,821,Primera Division,1,1x2,away,57.14,4.5,0.3492,2,false,-2,1,0
D20,812,Serie B,0,,,,,,,skip,,3,0
D20,1378,Division 1,0,1x2,home,58.44,3.1,0.5111,0.5,true,1.05,2,1
D20,1167,Division 1,0,1x2,home,48.6,3.1,0.4793,0.5,true,1.05,2,1
D20,838,Primera B Nacional,1,1x2,home,24.29,2.9,0.4286,2,true,3.8,1,0
D20,1492,Segunda Division,0,over25,under,35.67,1.85,0.7333,0.5,true,0.425,0,0
D20,1334,Major League Soccer,1,btts,nao,39.79,2.55,0.5482,2,false,-2,1,1
D20,925,Segunda Division,0,over25,under,28.08,1.85,0.6923,0.5,true,0.425,0,0
D20,771,Major League Soccer,1,btts,nao,37.32,2.55,0.5385,2,false,-2,1,1
D20,1481,Serie C,0,over25,over,31.9,2.55,0.5172,0.5,false,-0.5,0,2
D20,1455,Botola Pro,0,1x2,home,28.23,3,0.4274,0.5,false,-0.5,1,1
D20,1424,NWSL,0,1x2,home,32.5,3.1,0.4274,0.5,false,-0.5,1,2
D20,1417,Primera Division,1,,,,,,,skip,,0,0
D20,1368,Serie A,1,,,,,,,skip,,1,1
D20,1365,Serie A,1,1x2,home,47.2,2.88,0.5111,2,true,3.76,2,0
D20,915,Serie C,0,over25,over,41.21,2.55,0.5538,0.5,false,-0.5,0,2
D20,867,NWSL,0,1x2,home,48.6,3.1,0.4793,0.5,false,-0.5,1,2
D20,857,Primera Division,1,1x2,home,65.37,3.45,0.4793,2,false,-2,0,0
D20,803,Serie A,1,1x2,home,38.05,2.88,0.4793,2,true,3.76,2,0
D20,802,Serie A,1,,,,,,,skip,,1,1
D20,1400,Primera B Nacional,1,1x2,away,53.04,4.4,0.3478,2,false,-2,2,1
D20,1398,Primera B Nacional,1,1x2,home,23.95,2.9,0.4274,2,true,3.8,1,0
D20,836,Primera B Nacional,1,1x2,away,54.39,4.4,0.3509,2,false,-2,2,1
D20,1484,Premier League,1,,,,,,,skip,,1,1
D20,1414,Liga Pro,0,1x2,draw,26.63,3.65,0.3469,0.5,true,1.325,2,2
D20,1402,Primera Division,1,,,,,,,skip,,2,2
D20,1399,Primera B Nacional,1,,,,,,,skip,,1,1
D20,1377,Division 1,0,,,,,,,skip,,1,2
D20,1374,Serie B,0,,,,,,,skip,,2,1
D20,1328,La Liga,1,btts,nao,34.29,2.28,0.589,2,false,-2,4,2
D20,1327,La Liga,1,1x2,home,92.92,2.28,0.8462,2,true,2.56,2,1
D20,1326,La Liga,1,over25,under,30.34,2.7,0.4828,2,false,-2,3,1
D20,1325,La Liga,1,1x2,home,22.67,2.4,0.5111,2,false,-2,1,2
D20,1324,La Liga,1,over25,over,46.25,1.95,0.75,2,false,-2,1,0
D20,1323,La Liga,1,btts,nao,26.85,1.64,0.7735,2,true,1.28,1,0
D20,1322,La Liga,1,1x2,draw,21.43,3.5,0.3469,2,true,5,1,1
D20,1321,La Liga,1,,,,,,,skip,,1,1
D20,1320,La Liga,1,over25,over,35.75,1.81,0.75,2,true,1.62,3,0
D20,765,La Liga,1,,,,,,,skip,,1,2
D20,764,La Liga,1,,,,,,,skip,,1,1
D20,763,La Liga,1,btts,nao,32.08,2.28,0.5793,2,false,-2,4,2
D20,762,La Liga,1,1x2,home,29.42,2.7,0.4793,2,true,3.4,1,0
D20,761,La Liga,1,over25,under,20.48,2.7,0.4462,2,false,-2,3,1
D20,760,La Liga,1,,,,,,,skip,,1,1
D20,759,La Liga,1,over25,over,30.72,1.81,0.7222,2,true,1.62,3,0
D20,758,La Liga,1,1x2,home,72.54,2.28,0.7568,2,true,2.56,2,1
D20,757,La Liga,1,over25,over,40.83,1.95,0.7222,2,false,-2,1,0
D20,1166,Division 1,0,1x2,home,25,4.25,0.2941,0.5,false,-0.5,1,2
D20,917,Premier League,1,,,,,,,skip,,1,1
D20,854,Liga Pro,0,,,,,,,skip,,2,2
D20,840,Primera Division,1,,,,,,,skip,,2,2
D20,837,Primera B Nacional,1,,,,,,,skip,,1,1
D20,811,Serie B,0,1x2,away,20.48,3.45,0.3492,0.5,false,-0.5,2,1
D20,1333,Major League Soccer,1,1x2,home,40.46,1.66,0.8462,2,true,1.32,3,0
D20,1332,Pro League,1,over25,under,37.87,1.88,0.7333,2,true,1.76,0,2
D20,1331,Pro League,1,,,,,,,skip,,2,0
D20,1330,Pro League,1,1x2,home,66.69,3.9,0.4274,2,false,-2,0,2
D20,1319,Serie A,1,1x2,home,25.23,1.48,0.8462,2,true,0.96,2,1
D20,770,Pro League,1,over25,under,30.15,1.88,0.6923,2,true,1.76,0,2
D20,768,Pro League,1,,,,,,,skip,,2,0
D20,767,Pro League,1,1x2,home,67.14,3.9,0.4286,2,false,-2,0,2
D20,1165,Major League Soccer,1,over25,over,20.75,1.61,0.75,2,true,1.22,3,0
D20,1146,Serie A,1,,,,,,,skip,,2,1
D20,1397,Primera B Nacional,1,1x2,away,21.74,3.5,0.3478,2,false,-2,1,0
D20,769,Major League Soccer,1,over25,over,20.75,1.61,0.75,2,true,1.22,3,0
D20,835,Primera B Nacional,1,1x2,away,22.22,3.5,0.3492,2,false,-2,1,0
D20,1491,Segunda Division,0,over25,under,32,1.8,0.7333,0.5,true,0.4,0,1
D20,1391,1. SNL,0,,,,,,,skip,,2,1
D20,924,Segunda Division,0,over25,under,24.62,1.8,0.6923,0.5,true,0.4,0,1
D20,827,1. SNL,0,,,,,,,skip,,2,1
D20,1454,Botola Pro,0,1x2,away,22.45,7.5,0.1633,0.5,false,-0.5,3,2
D20,1396,Primera B Nacional,1,,,,,,,skip,,2,0
D20,1395,Primera B Nacional,1,1x2,away,21.6,3.2,0.38,2,true,4.4,0,1
D20,1394,Primera B Nacional,1,over25,over,52.38,3.2,0.4762,2,false,-2,0,0
D20,1393,Ligat ha'Al,0,btts,nao,32.14,2.25,0.5873,0.5,false,-0.5,2,5
D20,1392,Ligat ha'Al,0,btts,nao,34.94,2.43,0.5553,0.5,false,-0.5,1,1
D20,1388,DFB Pokal,0,1x2,away,185,7.5,0.38,0.5,false,-0.5,3,0
D20,1383,Primera Division,1,,,,,,,skip,,3,0
D20,1173,Ligat ha'Al,0,btts,nao,33.04,2.43,0.5475,0.5,false,-0.5,1,1
D20,1172,Ligat ha'Al,0,btts,nao,32.37,2.25,0.5883,0.5,false,-0.5,2,5
D20,834,Primera B Nacional,1,over25,over,69.41,3.2,0.5294,2,false,-2,0,0
D20,833,Primera B Nacional,1,1x2,away,26.67,3.2,0.3958,2,true,4.4,0,1
D20,831,Primera B Nacional,1,,,,,,,skip,,2,0
D20,825,DFB Pokal,0,1x2,away,196.88,7.5,0.3958,0.5,false,-0.5,3,0
D20,820,Primera Division,1,over25,over,21.83,2.2,0.5538,2,true,2.4,3,0
D20,1416,Primera Division,1,1x2,home,47.46,3.45,0.4274,2,false,-2,0,0
D20,856,Primera Division,1,,,,,,,skip,,0,0
D20,1404,Liga 1,0,btts,nao,24.43,1.97,0.6316,0.5,false,-0.5,1,1
D20,1174,Liga 1,0,btts,nao,24.98,1.97,0.6344,0.5,false,-0.5,1,1
D20,1437,Premier League,1,,,,,,,skip,,0,3
D20,1436,Premier League,1,,,,,,,skip,,2,2
D20,1435,Premier League,1,btts,nao,31.82,1.49,0.8847,2,true,0.98,3,0
D20,1434,Premier League,1,,,,,,,skip,,0,0
D20,1175,Premier League,1,,,,,,,skip,,0,3
D20,1489,Liga Pro Serie B,0,,,,,,,skip,,1,0
D20,1381,1. HNL,0,,,,,,,skip,,0,0
D20,1170,1. HNL,0,,,,,,,skip,,0,0
D20,922,Liga Pro Serie B,0,,,,,,,skip,,1,0
D20,1403,Primera Division,1,1x2,home,54.85,1.83,0.8462,2,true,1.66,2,1
D20,841,Primera Division,1,1x2,home,38.49,1.83,0.7568,2,true,1.66,2,1
