scenario,sim_id,league,league_calibrated,market,side,edge_pct,odd,prob_calibrated,units,bet_won,pl_units,home_score,away_score
B,1013,Super Liga,0,over25,under,23.23,1.78,0.6923,0.5,true,0.39,1,1
B,1638,Botola Pro,0,btts,sim,27.07,2.23,0.5698,0.5,false,-0.5,1,0
B,1620,NWSL,0,,,,,,,skip,,3,1
B,1582,Primera B Nacional,1,1x2,home,32.5,3.1,0.4274,2,true,4.2,1,0
B,1056,NWSL,0,1x2,home,7.41,1.83,0.587,0.5,true,0.415,3,1
B,1665,Primera B,0,1x2,home,39.62,1.65,0.8462,0.5,false,-0.5,1,1
B,1593,Primera Division,1,1x2,away,21.6,3.2,0.38,2,false,-2,2,0
B,1562,La Liga 2,1,1x2,home,70,5.1,0.3333,2,false,-2,0,2
B,1561,La Liga 2,1,1x2,home,109.56,4.1,0.5111,2,true,6.2,3,1
B,1560,La Liga 2,1,1x2,home,88.06,4.4,0.4274,2,false,-2,0,1
B,1559,La Liga 2,1,over25,under,32.73,1.81,0.7333,2,false,-2,3,0
B,1558,La Liga 2,1,btts,nao,38.06,1.78,0.7756,2,false,-2,1,1
B,1557,La Liga 2,1,btts,nao,21.54,1.75,0.6945,2,true,1.5,0,2
B,1556,La Liga 2,1,over25,over,10.43,1.36,0.812,2,false,-2,1,1
B,1555,La Liga 2,1,1x2,home,21.45,1.67,0.7273,2,true,1.34,2,0
B,1554,La Liga 2,1,1x2,away,108.7,6,0.3478,2,false,-2,3,1
B,1515,Pro League,1,btts,nao,52.83,1.89,0.8086,2,false,-2,5,1
B,1513,Pro League,1,over25,over,35,1.35,1,2,true,0.7,5,0
B,1512,Pro League,1,,,,,,,skip,,3,0
B,950,Pro League,1,btts,nao,5.35,2.35,0.4483,2,true,2.7,3,0
B,949,Pro League,1,btts,nao,50.65,1.89,0.7971,2,false,-2,5,1
B,948,Pro League,1,over25,over,35,1.35,1,2,true,0.7,5,0
B,1096,Primera B,0,1x2,home,24.86,1.65,0.7568,0.5,false,-0.5,1,1
B,1028,Primera Division,1,1x2,away,26.67,3.2,0.3958,2,false,-2,2,0
B,996,La Liga 2,1,btts,nao,36.92,1.78,0.7692,2,false,-2,1,1
B,995,La Liga 2,1,,,,,,,skip,,1,1
B,994,La Liga 2,1,,,,,,,skip,,3,1
B,993,La Liga 2,1,btts,nao,28.18,2,0.6409,2,true,2,3,0
B,992,La Liga 2,1,1x2,away,110.53,6,0.3509,2,false,-2,3,1
B,991,La Liga 2,1,btts,nao,21.34,1.75,0.6934,2,true,1.5,0,2
B,990,La Liga 2,1,1x2,home,69.85,5.1,0.333,2,false,-2,0,2
B,989,La Liga 2,1,1x2,home,96.53,4.1,0.4793,2,true,6.2,3,1
B,988,La Liga 2,1,1x2,home,9.05,1.67,0.653,2,true,1.34,2,0
B,987,La Liga 2,1,1x2,home,11.24,1.47,0.7568,2,false,-2,0,2
B,986,La Liga 2,1,1x2,home,76,4.4,0.4,2,false,-2,0,1
B,1666,Liga Pro Serie B,0,over25,over,7.41,1.82,0.5902,0.5,false,-0.5,1,0
B,1612,Primera Division,1,over25,over,15.08,1.95,0.5902,2,true,1.9,2,1
B,1533,Eliteserien,0,over25,under,30.34,2.7,0.4828,0.5,false,-0.5,1,2
B,1504,Serie A,1,1x2,away,10.2,6.75,0.1633,2,false,-2,1,0
B,1149,Serie A,1,1x2,away,10.45,6.75,0.1636,2,false,-2,1,0
B,1098,Liga Pro Serie B,0,,,,,,,skip,,1,0
B,1046,Primera Division,1,btts,sim,12.96,1.93,0.5853,2,true,1.86,2,1
B,965,Eliteserien,0,over25,under,20.48,2.7,0.4462,0.5,false,-0.5,1,2
B,1636,Botola Pro,0,1x2,draw,31.84,3.8,0.3469,0.5,false,-0.5,0,1
B,1630,Superettan,0,1x2,draw,19.69,3.45,0.3469,0.5,false,-0.5,0,1
B,1502,Premier League,1,1x2,home,45.32,3.4,0.4274,2,false,-2,1,1
B,1501,Premier League,1,over25,under,49.59,3.65,0.4098,2,false,-2,1,2
B,1500,Premier League,1,over25,under,32.76,2.75,0.4828,2,false,-2,0,3
B,1499,Premier League,1,btts,nao,75.19,2.35,0.7455,2,false,-2,1,1
B,1498,Premier League,1,1x2,home,47.46,3.45,0.4274,2,true,4.9,2,1
B,1497,Premier League,1,1x2,away,55.8,4.1,0.38,2,false,-2,1,0
B,1496,Premier League,1,over25,under,49.6,2.04,0.7333,2,false,-2,1,2
B,1495,Premier League,1,btts,nao,60.69,2.63,0.611,2,true,3.26,2,0
B,1494,Premier League,1,1x2,home,54,1.82,0.8462,2,false,-2,1,1
B,1493,Premier League,1,1x2,away,46.09,4.2,0.3478,2,false,-2,3,0
B,935,Premier League,1,btts,nao,28.82,2.65,0.4861,2,true,3.3,0,3
B,934,Premier League,1,1x2,home,45.71,3.4,0.4286,2,false,-2,1,1
B,1064,Superettan,0,btts,nao,16.56,2.32,0.5024,0.5,true,0.66,0,1
B,933,Premier League,1,1x2,home,47.86,3.45,0.4286,2,true,4.9,2,1
B,932,Premier League,1,btts,nao,75.31,2.35,0.746,2,false,-2,1,1
B,931,Premier League,1,1x2,away,62.29,4.1,0.3958,2,false,-2,1,0
B,930,Premier League,1,over25,under,41.23,2.04,0.6923,2,false,-2,1,2
B,929,Premier League,1,1x2,away,46.67,4.2,0.3492,2,false,-2,3,0
B,928,Premier League,1,btts,nao,60.14,2.63,0.6089,2,true,3.26,2,0
B,927,Premier League,1,1x2,home,37.73,1.82,0.7568,2,false,-2,1,1
B,926,Premier League,1,over25,under,62.88,3.65,0.4462,2,false,-2,1,2
B,1651,1. Liga,0,btts,nao,9.83,1.84,0.5969,0.5,true,0.42,2,0
B,1650,1. Liga,0,over25,over,17.75,1.57,0.75,0.5,true,0.285,4,1
B,1649,1. Liga,0,over25,over,36.67,1.64,0.8333,0.5,true,0.32,3,2
B,1648,1. Liga,0,1x2,away,46.09,4.2,0.3478,0.5,false,-0.5,1,1
B,1647,1. Liga,0,over25,over,26.67,1.52,0.8333,0.5,true,0.26,3,1
B,1646,1. Liga,0,1x2,away,25.4,3.3,0.38,0.5,false,-0.5,3,3
B,1645,1. Liga,0,1x2,draw,16.22,3.35,0.3469,0.5,false,-0.5,1,2
B,1644,1. Liga,0,,,,,,,skip,,2,1
B,1643,1. Liga,0,1x2,home,31.15,1.55,0.8462,0.5,false,-0.5,0,0
B,1534,Allsvenskan,0,over25,over,26,1.68,0.75,0.5,true,0.34,2,3
B,1083,1. Liga,0,1x2,away,30.62,3.3,0.3958,0.5,false,-0.5,3,3
B,1082,1. Liga,0,1x2,away,30.91,8,0.1636,0.5,false,-0.5,2,0
B,1081,1. Liga,0,1x2,draw,9.79,3.35,0.3277,0.5,false,-0.5,1,2
B,1080,1. Liga,0,1x2,home,26.47,4.3,0.2941,0.5,true,1.65,3,2
B,1079,1. Liga,0,over25,over,9.78,1.52,0.7222,0.5,true,0.26,3,1
B,1078,1. Liga,0,,,,,,,skip,,2,1
B,1077,1. Liga,0,1x2,home,17.3,1.55,0.7568,0.5,false,-0.5,0,0
B,1076,1. Liga,0,over25,over,13.39,1.57,0.7222,0.5,true,0.285,4,1
B,1075,1. Liga,0,1x2,away,46.67,4.2,0.3492,0.5,false,-0.5,1,1
B,970,Allsvenskan,0,over25,over,21.33,1.68,0.7222,0.5,true,0.34,2,3
B,1553,La Liga 2,1,1x2,away,18.5,3.95,0.3,2,false,-2,3,1
B,1552,La Liga 2,1,1x2,home,24.38,1.47,0.8462,2,false,-2,0,2
B,1177,La Liga 2,1,1x2,home,11.24,1.47,0.7568,2,false,-2,0,2
B,1176,La Liga 2,1,,,,,,,skip,,3,1
B,1642,Meistriliiga,0,1x2,draw,34.45,5.25,0.2561,0.5,false,-0.5,1,6
B,1615,First Division,0,1x2,home,23.95,2.9,0.4274,0.5,false,-0.5,0,1
B,1530,Eliteserien,0,1x2,away,30.61,8,0.1633,0.5,false,-0.5,3,1
B,1074,Meistriliiga,0,over25,under,11.56,2.5,0.4462,0.5,false,-0.5,1,6
B,1049,First Division,0,1x2,home,16,2.9,0.4,0.5,false,-0.5,0,1
B,966,Eliteserien,0,1x2,away,30.91,8,0.1636,0.5,false,-0.5,3,1
B,1629,Superettan,0,btts,nao,7.08,1.92,0.5577,0.5,true,0.46,1,0
B,1628,Allsvenskan Women,0,1x2,home,20.13,2.12,0.5667,0.5,false,-0.5,0,2
B,1626,Allsvenskan Women,0,1x2,draw,37.7,7,0.1967,0.5,false,-0.5,2,0
B,1574,Primera Division,1,over25,under,11.47,1.52,0.7333,2,true,1.04,1,0
B,1503,Serie A,1,over25,under,34.93,1.84,0.7333,2,true,1.68,1,0
B,1148,Serie A,1,over25,under,27.38,1.84,0.6923,2,true,1.68,1,0
B,1063,Superettan,0,btts,nao,7.52,1.92,0.56,0.5,true,0.46,1,0
B,1062,Allsvenskan Women,0,1x2,home,24.43,2.12,0.587,0.5,false,-0.5,0,2
B,1061,Allsvenskan Women,0,over25,under,29.41,2.9,0.4462,0.5,true,0.95,2,0
B,1010,Primera Division,1,over25,under,5.23,1.52,0.6923,2,true,1.04,1,0
B,1550,Fortuna Liga,0,btts,nao,6.12,2.04,0.5202,0.5,false,-0.5,2,1
B,1549,Fortuna Liga,0,over25,over,38.33,1.66,0.8333,0.5,true,0.33,2,1
B,1548,Fortuna Liga,0,btts,nao,8,2.2,0.4909,0.5,true,0.6,3,0
B,1532,Allsvenskan,0,1x2,home,28.1,1.65,0.7764,0.5,true,0.325,2,1
B,1531,Allsvenskan,0,over25,over,30.83,1.57,0.8333,0.5,true,0.285,1,2
B,1529,Super League,1,1x2,home,33.69,1.58,0.8462,2,false,-2,1,2
B,1514,League One,0,1x2,home,49.03,2.63,0.5667,0.5,true,0.815,4,1
B,947,League One,0,1x2,home,31.5,2.63,0.5,0.5,true,0.815,4,1
B,985,Fortuna Liga,0,over25,over,21.67,1.66,0.733,0.5,true,0.33,2,1
B,984,Fortuna Liga,0,1x2,home,11.52,1.9,0.587,0.5,true,0.45,3,0
B,983,Fortuna Liga,0,btts,nao,5.9,2.04,0.5191,0.5,false,-0.5,2,1
B,968,Allsvenskan,0,1x2,home,24.86,1.65,0.7568,0.5,true,0.325,2,1
B,967,Allsvenskan,0,over25,over,13.39,1.57,0.7222,0.5,true,0.285,1,2
B,964,Super League,1,1x2,home,19.57,1.58,0.7568,2,false,-2,1,2
B,1528,Super League,1,btts,nao,58,2.55,0.6196,2,true,3.1,0,5
B,1527,Super League,1,over25,over,18.33,1.42,0.8333,2,true,0.84,3,3
B,963,Super League,1,btts,nao,60.04,2.55,0.6276,2,true,3.1,0,5
B,962,Super League,1,1x2,away,30.91,8,0.1636,2,false,-2,3,3
B,1655,League One,0,over25,under,32.73,1.81,0.7333,0.5,true,0.405,0,1
B,1654,League One,0,1x2,draw,37.04,3.95,0.3469,0.5,false,-0.5,3,4
B,1087,League One,0,1x2,away,23.97,3.55,0.3492,0.5,true,1.275,0,1
B,1086,League One,0,1x2,draw,29.45,3.95,0.3277,0.5,false,-0.5,3,4
B,1653,League One,0,1x2,home,36.77,3.2,0.4274,0.5,false,-0.5,0,3
B,1526,Super League,1,over25,under,10.66,2.7,0.4098,2,false,-2,2,3
B,961,Super League,1,over25,under,20.48,2.7,0.4462,2,false,-2,2,3
B,1085,League One,0,1x2,home,37.14,3.2,0.4286,0.5,false,-0.5,0,3
B,1637,K League 2,0,1x2,away,25.4,3.3,0.38,0.5,false,-0.5,3,1
B,1635,K League 2,0,1x2,draw,17.8,4.6,0.2561,0.5,false,-0.5,3,0
B,1538,Premier League,1,1x2,away,31.58,10,0.1316,2,false,-2,3,2
B,1537,Premier League,1,over25,under,21,1.65,0.7333,2,true,1.3,0,1
B,1536,Premier League,1,1x2,away,28.25,1.71,0.75,2,true,1.42,0,1
B,1535,Premier League,1,1x2,away,150,19,0.1316,2,false,-2,2,0
B,1070,K League 2,0,1x2,away,15.79,3.3,0.3509,0.5,false,-0.5,3,1
B,1069,K League 2,0,1x2,draw,31.94,4.6,0.2868,0.5,false,-0.5,3,0
B,973,Premier League,1,1x2,away,210.91,19,0.1636,2,false,-2,2,0
B,972,Premier League,1,1x2,away,63.64,10,0.1636,2,false,-2,3,2
B,971,Premier League,1,over25,under,14.23,1.65,0.6923,2,true,1.3,0,1
B,969,Premier League,1,over25,over,14,2.28,0.5,2,false,-2,0,1
B,1828,Elitedivisionen Women,0,1x2,home,34.64,3.15,0.4274,0.5,false,-0.5,0,0
B,1525,Super League,1,1x2,home,22.67,2.4,0.5111,2,false,-2,0,1
B,960,Super League,1,1x2,home,15.04,2.4,0.4793,2,false,-2,0,1
B,944,Serie A,1,1x2,draw,57.31,4.8,0.3277,2,false,-2,0,2
B,942,Serie A,1,1x2,away,93.96,4.9,0.3958,2,false,-2,1,0
B,941,Serie A,1,1x2,away,63.64,10,0.1636,2,true,18,1,2
B,940,Serie A,1,1x2,away,10.45,6.75,0.1636,2,false,-2,1,0
B,1008,Division 1,0,1x2,home,14.08,2.38,0.4793,0.5,false,-0.5,1,2
B,1006,Division 1,0,btts,nao,20.86,1.68,0.7194,0.5,true,0.34,2,0
B,1005,Division 1,0,over25,over,23.49,2.23,0.5538,0.5,true,0.615,2,1
B,939,Serie A,1,over25,under,27.38,1.84,0.6923,2,true,1.68,1,0
B,937,Serie A,1,1x2,home,80.24,6.1,0.2955,2,false,-2,2,2
B,936,Serie A,1,over25,under,52.31,2.2,0.6923,2,false,-2,1,4
B,832,Primera B Nacional,1,,,,,,,skip,,2,0
B,1542,J-League,1,1x2,home,15.4,2.7,0.4274,2,false,-2,1,2
B,977,J-League,1,1x2,home,15.71,2.7,0.4286,2,false,-2,1,2
B,1652,League One,0,1x2,away,29.2,3.4,0.38,0.5,true,1.2,0,4
B,1634,K League 2,0,1x2,home,32.5,3.1,0.4274,0.5,false,-0.5,0,0
B,1084,League One,0,1x2,away,34.58,3.4,0.3958,0.5,true,1.2,0,4
B,1068,K League 2,0,1x2,home,32.86,3.1,0.4286,0.5,false,-0.5,0,0
B,1541,J-League,1,over25,over,24.14,2.4,0.5172,2,true,2.8,0,6
B,1540,J-League,1,over25,under,43,1.95,0.7333,2,false,-2,1,3
B,976,J-League,1,over25,over,32.9,2.4,0.5538,2,true,2.8,0,6
B,974,J-League,1,over25,under,35,1.95,0.6923,2,false,-2,1,3
B,1539,J-League,1,over25,under,35.67,1.85,0.7333,2,false,-2,2,3
B,975,J-League,1,over25,under,28.08,1.85,0.6923,2,false,-2,2,3
B,1622,USL Championship,1,1x2,home,45.71,3.4,0.4286,2,true,4.8,2,0
B,1522,Major League Soccer,1,over25,over,14,1.52,0.75,2,false,-2,1,1
B,957,Major League Soccer,1,over25,over,9.78,1.52,0.7222,2,false,-2,1,1
B,1054,USL Championship,1,1x2,home,62.98,3.4,0.4793,2,true,4.8,2,0
B,1619,USL Championship,1,btts,nao,19.87,2.08,0.5763,2,false,-2,3,2
B,1618,USL Championship,1,1x2,away,14,2.28,0.5,2,false,-2,2,0
B,1053,USL Championship,1,,,,,,,skip,,2,0
B,1052,USL Championship,1,btts,nao,18.91,2.08,0.5717,2,false,-2,3,2
B,1611,Primera Division,1,1x2,home,12.54,1.33,0.8462,2,true,0.66,3,0
B,1521,Major League Soccer,1,,,,,,,skip,,1,2
B,1520,Major League Soccer,1,1x2,home,8.99,2.55,0.4274,2,false,-2,1,3
B,1519,Major League Soccer,1,1x2,home,45.71,3.4,0.4286,2,false,-2,2,4
B,956,Major League Soccer,1,1x2,home,62.98,3.4,0.4793,2,false,-2,2,4
B,955,Major League Soccer,1,1x2,home,7.85,2.25,0.4793,2,false,-2,1,2
B,953,Major League Soccer,1,1x2,home,9.29,2.55,0.4286,2,false,-2,1,3
B,1045,Primera Division,1,1x2,away,39.09,8.5,0.1636,2,false,-2,3,0
B,1670,Liga de Expansión MX,0,over25,over,11.9,2.35,0.4762,0.5,true,0.675,3,1
B,1617,USL Championship,1,1x2,home,95.5,3.45,0.5667,2,true,4.9,1,0
B,1184,Liga de Expansión MX,0,over25,over,17.5,2.35,0.5,0.5,true,0.675,3,1
B,1051,USL Championship,1,1x2,home,161.08,3.45,0.7568,2,true,4.9,1,0
B,1621,NWSL,0,1x2,home,32.5,3.1,0.4274,0.5,true,1.05,2,1
B,1055,NWSL,0,1x2,home,32.86,3.1,0.4286,0.5,true,1.05,2,1
B,1616,USL Championship,1,over25,over,13.33,2.38,0.4762,2,true,2.76,2,1
B,1518,Major League Soccer,1,1x2,home,32.36,1.82,0.7273,2,true,1.64,2,1
B,1517,Major League Soccer,1,1x2,away,14.29,7,0.1633,2,false,-2,2,1
B,1516,Major League Soccer,1,1x2,home,19.68,2.8,0.4274,2,false,-2,1,2
B,954,Major League Soccer,1,over25,under,20.48,2.7,0.4462,2,false,-2,2,1
B,952,Major League Soccer,1,1x2,home,34.21,2.8,0.4793,2,false,-2,1,2
B,951,Major League Soccer,1,1x2,home,6.83,1.82,0.587,2,true,1.64,2,1
B,1050,USL Championship,1,1x2,home,19.83,2.5,0.4793,2,true,3,2,1
B,1664,Primera B,0,1x2,home,12,1.68,0.6667,0.5,true,0.34,5,0
B,1597,Liga Pro,0,1x2,draw,12.76,3.25,0.3469,0.5,true,1.125,1,1
B,1592,Primera Division,1,1x2,home,96.36,2.7,0.7273,2,false,-2,1,2
B,1543,Serie A,1,over25,over,8.62,2.1,0.5172,2,true,2.2,0,3
B,945,Serie A,1,over25,under,45.38,2.1,0.6923,2,true,2.2,1,1
B,943,Serie A,1,1x2,home,12,1.48,0.7568,2,true,0.96,2,1
B,1095,Primera B,0,,,,,,,skip,,5,0
B,1031,Liga Pro,0,over25,over,9.09,1.97,0.5538,0.5,false,-0.5,1,1
B,1027,Primera Division,1,1x2,home,58.48,2.7,0.587,2,false,-2,1,2
B,1007,Division 1,0,1x2,home,48.6,3.1,0.4793,0.5,true,1.05,2,1
B,1004,Division 1,0,over25,over,12.5,2.25,0.5,0.5,false,-0.5,0,1
B,1003,Division 1,0,1x2,home,25,4.25,0.2941,0.5,false,-0.5,1,2
B,978,Serie A,1,over25,over,16.29,2.1,0.5538,2,true,2.2,0,3
B,938,Serie A,1,btts,nao,59.2,2.55,0.6243,2,false,-2,3,3
B,1426,USL Championship,1,over25,over,8,1.83,0.5902,2,true,1.66,4,1
B,1425,USL Championship,1,,,,,,,skip,,3,0
B,1376,Serie B,0,btts,nao,29.04,1.79,0.7209,0.5,true,0.395,0,1
B,1337,Major League Soccer,1,1x2,home,33.69,1.58,0.8462,2,true,1.16,6,2
B,1336,Major League Soccer,1,1x2,home,33.82,1.84,0.7273,2,true,1.68,1,0
B,1335,Major League Soccer,1,over25,over,35,1.8,0.75,2,true,1.6,4,4
B,865,USL Championship,1,,,,,,,skip,,4,1
B,864,USL Championship,1,1x2,draw,6.12,3.7,0.2868,2,false,-2,3,0
B,813,Serie B,0,btts,nao,28.81,1.79,0.7196,0.5,true,0.395,0,1
B,774,Major League Soccer,1,1x2,home,31.43,1.84,0.7143,2,true,1.68,1,0
B,773,Major League Soccer,1,over25,over,30,1.8,0.7222,2,true,1.6,4,4
B,772,Major League Soccer,1,over25,over,24,1.24,1,2,true,0.48,6,2
B,1423,USL Championship,1,1x2,home,92.34,4.5,0.4274,2,true,7,4,3
B,1422,USL Championship,1,btts,nao,13.67,2.02,0.5627,2,false,-2,3,1
B,1373,Primera A,0,1x2,home,39.62,1.65,0.8462,0.5,true,0.325,3,1
B,863,USL Championship,1,1x2,home,80,4.5,0.4,2,true,7,4,3
B,862,USL Championship,1,btts,nao,13.22,2.02,0.5605,2,false,-2,3,1
B,810,Primera A,0,1x2,home,24.86,1.65,0.7568,0.5,true,0.325,3,1
B,1483,Serie C,0,btts,sim,27.28,2,0.6364,0.5,true,0.5,1,1
B,1482,Serie C,0,over25,over,24.76,2.62,0.4762,0.5,false,-0.5,0,0
B,1430,NWSL,0,1x2,draw,13.33,3.4,0.3333,0.5,false,-0.5,2,1
B,916,Serie C,0,1x2,away,43.86,4.1,0.3509,0.5,false,-0.5,1,1
B,914,Serie C,0,over25,over,31,2.62,0.5,0.5,false,-0.5,0,0
B,868,NWSL,0,1x2,away,5.26,3,0.3509,0.5,false,-0.5,2,1
B,1418,Primera Division,1,btts,nao,13.96,1.75,0.6512,2,true,1.5,1,0
B,858,Primera Division,1,1x2,draw,17.6,4.1,0.2868,2,false,-2,1,0
B,1485,Premier League,1,1x2,away,52,4,0.38,2,false,-2,1,1
B,1429,Primera Division,1,1x2,home,17.54,2.75,0.4274,2,false,-2,0,2
B,1428,Primera Division,1,over25,over,23.93,2.1,0.5902,2,true,2.2,2,1
B,1420,USL Championship,1,1x2,home,19.68,2.8,0.4274,2,false,-2,0,0
B,1367,Serie A,1,over25,over,26.3,2.14,0.5902,2,true,2.28,3,2
B,1366,Serie A,1,1x2,home,12.41,2.63,0.4274,2,true,3.26,1,0
B,918,Premier League,1,1x2,away,58.33,4,0.3958,2,false,-2,1,1
B,870,Primera Division,1,over25,over,16.29,2.1,0.5538,2,true,2.2,2,1
B,869,Primera Division,1,1x2,home,17.86,2.75,0.4286,2,false,-2,0,2
B,861,USL Championship,1,1x2,home,34.21,2.8,0.4793,2,false,-2,0,0
B,805,Serie A,1,over25,over,18.51,2.14,0.5538,2,true,2.28,3,2
B,804,Serie A,1,over25,over,18.51,2.14,0.5538,2,false,-2,1,0
B,1487,Primera B,0,1x2,home,41.09,1.94,0.7273,0.5,false,-0.5,1,1
B,1415,Liga Pro,0,over25,under,37.13,1.87,0.7333,0.5,false,-0.5,1,2
B,1384,Primera Division,1,1x2,away,56.52,4.5,0.3478,2,false,-2,1,0
B,1375,Serie B,0,btts,sim,25.41,2.1,0.5972,0.5,false,-0.5,3,0
B,920,Primera B,0,1x2,home,13.87,1.94,0.587,0.5,false,-0.5,1,1
B,855,Liga Pro,0,over25,under,29.46,1.87,0.6923,0.5,false,-0.5,1,2
B,821,Primera Division,1,1x2,away,57.14,4.5,0.3492,2,false,-2,1,0
B,812,Serie B,0,1x2,away,14.55,7,0.1636,0.5,false,-0.5,3,0
B,1378,Division 1,0,,,,,,,skip,,2,1
B,1167,Division 1,0,1x2,home,48.6,3.1,0.4793,0.5,true,1.05,2,1
B,838,Primera B Nacional,1,1x2,home,24.29,2.9,0.4286,2,true,3.8,1,0
B,1492,Segunda Division,0,over25,under,35.67,1.85,0.7333,0.5,true,0.425,0,0
B,1334,Major League Soccer,1,btts,nao,39.79,2.55,0.5482,2,false,-2,1,1
B,925,Segunda Division,0,over25,under,28.08,1.85,0.6923,0.5,true,0.425,0,0
B,771,Major League Soccer,1,btts,nao,37.32,2.55,0.5385,2,false,-2,1,1
B,1481,Serie C,0,over25,over,31.9,2.55,0.5172,0.5,false,-0.5,0,2
B,1455,Botola Pro,0,1x2,home,28.23,3,0.4274,0.5,false,-0.5,1,1
B,1424,NWSL,0,1x2,home,32.5,3.1,0.4274,0.5,false,-0.5,1,2
B,1417,Primera Division,1,,,,,,,skip,,0,0
B,1368,Serie A,1,over25,over,15.67,1.96,0.5902,2,false,-2,1,1
B,1365,Serie A,1,1x2,home,47.2,2.88,0.5111,2,true,3.76,2,0
B,915,Serie C,0,over25,over,41.21,2.55,0.5538,0.5,false,-0.5,0,2
B,867,NWSL,0,1x2,home,48.6,3.1,0.4793,0.5,false,-0.5,1,2
B,857,Primera Division,1,1x2,home,65.37,3.45,0.4793,2,false,-2,0,0
B,803,Serie A,1,1x2,home,38.05,2.88,0.4793,2,true,3.76,2,0
B,802,Serie A,1,1x2,home,12.11,1.91,0.587,2,false,-2,1,1
B,1400,Primera B Nacional,1,1x2,away,53.04,4.4,0.3478,2,false,-2,2,1
B,1398,Primera B Nacional,1,1x2,home,23.95,2.9,0.4274,2,true,3.8,1,0
B,836,Primera B Nacional,1,1x2,away,54.39,4.4,0.3509,2,false,-2,2,1
B,1484,Premier League,1,1x2,draw,12.76,3.25,0.3469,2,true,4.5,1,1
B,1414,Liga Pro,0,1x2,draw,26.63,3.65,0.3469,0.5,true,1.325,2,2
B,1402,Primera Division,1,,,,,,,skip,,2,2
B,1399,Primera B Nacional,1,btts,nao,13.4,1.48,0.7662,2,false,-2,1,1
B,1377,Division 1,0,1x2,draw,19.69,3.45,0.3469,0.5,false,-0.5,1,2
B,1374,Serie B,0,1x2,away,20,3.45,0.3478,0.5,false,-0.5,2,1
B,1328,La Liga,1,btts,nao,34.29,2.28,0.589,2,false,-2,4,2
B,1327,La Liga,1,1x2,home,92.92,2.28,0.8462,2,true,2.56,2,1
B,1326,La Liga,1,over25,under,30.34,2.7,0.4828,2,false,-2,3,1
B,1325,La Liga,1,1x2,home,22.67,2.4,0.5111,2,false,-2,1,2
B,1324,La Liga,1,over25,over,46.25,1.95,0.75,2,false,-2,1,0
B,1323,La Liga,1,btts,nao,26.85,1.64,0.7735,2,true,1.28,1,0
B,1322,La Liga,1,1x2,draw,21.43,3.5,0.3469,2,true,5,1,1
B,1321,La Liga,1,btts,nao,8.28,2.2,0.4922,2,false,-2,1,1
B,1320,La Liga,1,over25,over,35.75,1.81,0.75,2,true,1.62,3,0
B,765,La Liga,1,btts,nao,17.22,2,0.5861,2,false,-2,1,2
B,764,La Liga,1,1x2,draw,14.71,3.5,0.3277,2,true,5,1,1
B,763,La Liga,1,btts,nao,32.08,2.28,0.5793,2,false,-2,4,2
B,762,La Liga,1,1x2,home,29.42,2.7,0.4793,2,true,3.4,1,0
B,761,La Liga,1,over25,under,20.48,2.7,0.4462,2,false,-2,3,1
B,760,La Liga,1,1x2,draw,11.86,3.9,0.2868,2,true,5.8,1,1
B,759,La Liga,1,over25,over,30.72,1.81,0.7222,2,true,1.62,3,0
B,758,La Liga,1,1x2,home,72.54,2.28,0.7568,2,true,2.56,2,1
B,757,La Liga,1,over25,over,40.83,1.95,0.7222,2,false,-2,1,0
B,1166,Division 1,0,1x2,home,25,4.25,0.2941,0.5,false,-0.5,1,2
B,917,Premier League,1,1x2,away,16.77,2.95,0.3958,2,false,-2,1,1
B,854,Liga Pro,0,1x2,draw,19.62,3.65,0.3277,0.5,true,1.325,2,2
B,840,Primera Division,1,over25,over,5.77,1.91,0.5538,2,true,1.82,2,2
B,837,Primera B Nacional,1,btts,nao,14.17,1.48,0.7714,2,false,-2,1,1
B,811,Serie B,0,1x2,away,20.48,3.45,0.3492,0.5,false,-0.5,2,1
B,1333,Major League Soccer,1,1x2,home,40.46,1.66,0.8462,2,true,1.32,3,0
B,1332,Pro League,1,over25,under,37.87,1.88,0.7333,2,true,1.76,0,2
B,1331,Pro League,1,over25,under,17.31,2.43,0.4828,2,true,2.86,2,0
B,1330,Pro League,1,1x2,home,66.69,3.9,0.4274,2,false,-2,0,2
B,1319,Serie A,1,1x2,home,25.23,1.48,0.8462,2,true,0.96,2,1
B,770,Pro League,1,over25,under,30.15,1.88,0.6923,2,true,1.76,0,2
B,768,Pro League,1,1x2,away,15.24,3.3,0.3492,2,false,-2,2,0
B,767,Pro League,1,1x2,home,67.14,3.9,0.4286,2,false,-2,0,2
B,1165,Major League Soccer,1,over25,over,20.75,1.61,0.75,2,true,1.22,3,0
B,1146,Serie A,1,1x2,home,12,1.48,0.7568,2,true,0.96,2,1
B,1397,Primera B Nacional,1,1x2,away,21.74,3.5,0.3478,2,false,-2,1,0
B,769,Major League Soccer,1,over25,over,20.75,1.61,0.75,2,true,1.22,3,0
B,835,Primera B Nacional,1,1x2,away,22.22,3.5,0.3492,2,false,-2,1,0
B,1491,Segunda Division,0,over25,under,32,1.8,0.7333,0.5,true,0.4,0,1
B,1391,1. SNL,0,1x2,home,8.99,2.55,0.4274,0.5,true,0.775,2,1
B,924,Segunda Division,0,over25,under,24.62,1.8,0.6923,0.5,true,0.4,0,1
